,Model,Prompt,Keywords,Type,Emotion,V,A,D,Valence,Arousal,Dominance,Emoji,Full_Prompt,Output
131,gpt_4,conversation,"great, place, korean",Emojis,impressed,,,,,,,🙂,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🙂 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🙂
Keywords: 'great', 'place', 'korean'
Dialogue:",Its great that youve found a Korean place you enjoy!
132,gpt_4,conversation,"great, place, korean",Emojis,proud,,,,,,,🤩,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🤩 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🤩
Keywords: 'great', 'place', 'korean'
Dialogue:",Korean food is such a great place to start exploring new cuisines!
133,gpt_4,conversation,"great, place, korean",Emojis,anxious,,,,,,,😃,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😃 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😃
Keywords: 'great', 'place', 'korean'
Dialogue:",I found a great Korean place!
134,gpt_4,conversation,"great, place, korean",Emojis,afraid,,,,,,,😨,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😨 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😨
Keywords: 'great', 'place', 'korean'
Dialogue:",Im terrified that this great place for Korean food might close down.
135,gpt_4,conversation,"great, place, korean",Emojis,terrified,,,,,,,😱,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😱 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😱
Keywords: 'great', 'place', 'korean'
Dialogue:",I cant believe how great that Korean place was!
136,gpt_4,conversation,"great, place, korean",Emojis,annoyed,,,,,,,😒,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😒 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😒
Keywords: 'great', 'place', 'korean'
Dialogue:",This place isnt as great as the Korean restaurants Im used to.
137,gpt_4,conversation,"great, place, korean",Emojis,angry,,,,,,,😡,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😡 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😡
Keywords: 'great', 'place', 'korean'
Dialogue:",Im really upset that this place ruined my great Korean meal!
138,gpt_4,conversation,"great, place, korean",Emojis,furious,,,,,,,🤬,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🤬 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🤬
Keywords: 'great', 'place', 'korean'
Dialogue:",I cant believe this place ruined my favorite Korean dish!
139,gpt_4,conversation,"great, place, korean",Emojis,sad,,,,,,,🙁,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🙁 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🙁
Keywords: 'great', 'place', 'korean'
Dialogue:",Its a shame I cant find a great Korean place around here.
140,gpt_4,conversation,"great, place, korean",Emojis,devastated,,,,,,,😭,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😭 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😭
Keywords: 'great', 'place', 'korean'
Dialogue:",Its really sad that my favorite Korean place closed down.
141,gpt_4,conversation,"great, place, korean",Emojis,ashamed,,,,,,,😳,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😳 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😳
Keywords: 'great', 'place', 'korean'
Dialogue:",I cant believe Im actually at this great Korean place!
142,gpt_4,conversation,"great, place, korean",Emojis,embarrassed,,,,,,,😥,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😥 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😥
Keywords: 'great', 'place', 'korean'
Dialogue:",Its really sad that such a great Korean place closed down.
143,gpt_4,conversation,"great, place, korean",Emojis,guilty,,,,,,,😬,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😬 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😬
Keywords: 'great', 'place', 'korean'
Dialogue:","This Korean place is great, isnt it?"
144,gpt_4,conversation,"friends, movie, yesterday",Emotion,grateful,,,,,,,,,
145,gpt_4,conversation,"friends, movie, yesterday",Emotion,joyful,,,,,,,,,
146,gpt_4,conversation,"friends, movie, yesterday",Emotion,content,,,,,,,,,
147,gpt_4,conversation,"friends, movie, yesterday",Emotion,surprised,,,,,,,,,
148,gpt_4,conversation,"friends, movie, yesterday",Emotion,excited,,,,,,,,,
149,gpt_4,conversation,"friends, movie, yesterday",Emotion,impressed,,,,,,,,,
150,gpt_4,conversation,"friends, movie, yesterday",Emotion,proud,,,,,,,,,
151,gpt_4,conversation,"friends, movie, yesterday",Emotion,anxious,,,,,,,,,
152,gpt_4,conversation,"friends, movie, yesterday",Emotion,afraid,,,,,,,,,
153,gpt_4,conversation,"friends, movie, yesterday",Emotion,terrified,,,,,,,,,
154,gpt_4,conversation,"friends, movie, yesterday",Emotion,annoyed,,,,,,,,,
155,gpt_4,conversation,"friends, movie, yesterday",Emotion,angry,,,,,,,,,
156,gpt_4,conversation,"friends, movie, yesterday",Emotion,furious,,,,,,,,,
157,gpt_4,conversation,"friends, movie, yesterday",Emotion,sad,,,,,,,,,
158,gpt_4,conversation,"friends, movie, yesterday",Emotion,devastated,,,,,,,,,
159,gpt_4,conversation,"friends, movie, yesterday",Emotion,ashamed,,,,,,,,,
160,gpt_4,conversation,"friends, movie, yesterday",Emotion,embarrassed,,,,,,,,,
161,gpt_4,conversation,"friends, movie, yesterday",Emotion,guilty,,,,,,,,,
162,gpt_4,conversation,"friends, movie, yesterday",VAD,grateful,,,,Very High Valence,Moderate Arousal,Low Dominance,,,
163,gpt_4,conversation,"friends, movie, yesterday",VAD,joyful,,,,Very High Valence,High Arousal,High Dominance,,,
164,gpt_4,conversation,"friends, movie, yesterday",VAD,content,,,,Very High Valence,High Arousal,Very High Dominance,,,
165,gpt_4,conversation,"friends, movie, yesterday",VAD,surprised,,,,High Valence,Very High Arousal,Moderate Dominance,,,
166,gpt_4,conversation,"friends, movie, yesterday",VAD,excited,,,,Very High Valence,Very High Arousal,High Dominance,,,
167,gpt_4,conversation,"friends, movie, yesterday",VAD,impressed,,,,High Valence,High Arousal,Low Dominance,,,
168,gpt_4,conversation,"friends, movie, yesterday",VAD,proud,,,,Very High Valence,High Arousal,Very High Dominance,,,
169,gpt_4,conversation,"friends, movie, yesterday",VAD,anxious,,,,Moderate Valence,High Arousal,Moderate Dominance,,,
170,gpt_4,conversation,"friends, movie, yesterday",VAD,afraid,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
171,gpt_4,conversation,"friends, movie, yesterday",VAD,terrified,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
172,gpt_4,conversation,"friends, movie, yesterday",VAD,annoyed,,,,Low Valence,Moderate Arousal,Moderate Dominance,,,
173,gpt_4,conversation,"friends, movie, yesterday",VAD,angry,,,,Low Valence,High Arousal,High Dominance,,,
174,gpt_4,conversation,"friends, movie, yesterday",VAD,furious,,,,Low Valence,Very High Arousal,High Dominance,,,
175,gpt_4,conversation,"friends, movie, yesterday",VAD,sad,,,,Very Low Valence,Low Arousal,Low Dominance,,,
176,gpt_4,conversation,"friends, movie, yesterday",VAD,devastated,,,,Moderate Valence,High Arousal,Low Dominance,,,
177,gpt_4,conversation,"friends, movie, yesterday",VAD,ashamed,,,,Low Valence,Mid Arousal,Low Dominance,,,
178,gpt_4,conversation,"friends, movie, yesterday",VAD,embarrassed,,,,Low Valence,High Arousal,Low Dominance,,,
179,gpt_4,conversation,"friends, movie, yesterday",VAD,guilty,,,,Low Valence,High Arousal,Low Dominance,,,
180,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,grateful,2.5,0.0,-2.5,,,,,,
181,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,joyful,4.0,1.0,1.0,,,,,,
182,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,content,4.0,0.0,2.5,,,,,,
183,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,surprised,1.0,2.5,-2.5,,,,,,
184,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,excited,2.5,4.0,1.0,,,,,,
185,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,impressed,1.0,1.0,-4.0,,,,,,
186,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,proud,4.0,1.0,2.5,,,,,,
187,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,anxious,-1.0,2.5,-2.5,,,,,,
188,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,afraid,-5.0,2.5,-4.0,,,,,,
189,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,terrified,-5.0,4.0,-4.0,,,,,,
190,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,annoyed,-2.5,0.0,-1.0,,,,,,
191,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,angry,-5.0,2.5,0.0,,,,,,
192,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,furious,-4.0,4.0,1.0,,,,,,
193,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,sad,-4.0,-2.5,-4.0,,,,,,
194,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,devastated,-5.0,1.0,-2.5,,,,,,
195,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,ashamed,-3.0,-1.0,-4.0,,,,,,
196,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,embarrassed,-4.0,2.5,-2.5,,,,,,
197,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,guilty,-4.0,0.0,-4.0,,,,,,
198,gpt_4,conversation,"friends, movie, yesterday",Emojis,grateful,,,,,,,😊,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😊 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😊
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",Watching a movie with friends yesterday made me so happy!
199,gpt_4,conversation,"friends, movie, yesterday",Emojis,joyful,,,,,,,😁,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😁 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😁
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",Seeing a movie with friends yesterday was so much fun!
200,gpt_4,conversation,"friends, movie, yesterday",Emojis,content,,,,,,,😌,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😌 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😌
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",Watching a movie with friends yesterday was so relaxing.
201,gpt_4,conversation,"friends, movie, yesterday",Emojis,surprised,,,,,,,😯,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😯 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😯
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",I cant believe my friends went to the movie yesterday without me!
202,gpt_4,conversation,"friends, movie, yesterday",Emojis,excited,,,,,,,😃,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😃 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😃
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",Seeing a movie with friends yesterday made me so happy!
203,gpt_4,conversation,"friends, movie, yesterday",Emojis,impressed,,,,,,,🙂,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🙂 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🙂
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",Spending yesterday at the movies with friends was really enjoyable!
204,gpt_4,conversation,"friends, movie, yesterday",Emojis,proud,,,,,,,🤩,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🤩 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🤩
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",Watching a movie with friends yesterday was absolutely thrilling!
205,gpt_4,conversation,"friends, movie, yesterday",Emojis,anxious,,,,,,,😃,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😃 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😃
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:","Yesterday, I had such a great time watching a movie with my friends!"
206,gpt_4,conversation,"friends, movie, yesterday",Emojis,afraid,,,,,,,😨,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😨 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😨
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",Seeing that scary movie with my friends yesterday really freaked me out!
207,gpt_4,conversation,"friends, movie, yesterday",Emojis,terrified,,,,,,,😱,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😱 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😱
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",I cant believe my friends went to the movie yesterday without me!
208,gpt_4,conversation,"friends, movie, yesterday",Emojis,annoyed,,,,,,,😒,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😒 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😒
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",My friends went to a movie yesterday without me.
209,gpt_4,conversation,"friends, movie, yesterday",Emojis,angry,,,,,,,😡,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😡 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😡
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",Im really upset because my friends went to the movie yesterday without me.
210,gpt_4,conversation,"friends, movie, yesterday",Emojis,furious,,,,,,,🤬,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🤬 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🤬
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",Im so mad that my friends went to the movie yesterday without me!
211,gpt_4,conversation,"friends, movie, yesterday",Emojis,sad,,,,,,,🙁,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🙁 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🙁
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",Its sad that my friends went to the movie yesterday without me.
212,gpt_4,conversation,"friends, movie, yesterday",Emojis,devastated,,,,,,,😭,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😭 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😭
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",It was really sad watching a movie yesterday without my friends.
213,gpt_4,conversation,"friends, movie, yesterday",Emojis,ashamed,,,,,,,😳,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😳 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😳
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",I cant believe I forgot to go to the movie with my friends yesterday!
