,Model,Prompt,Keywords,Type,Emotion,V,A,D,Valence,Arousal,Dominance,Emoji,Full_Prompt,Output
184,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,excited,2.0,4.0,1.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have 2 valence, 4 arousal and 1 dominance.",I was really upset that our friends went to the movie yesterday without telling us.
185,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,impressed,1.0,1.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have 1 valence, 1 arousal and -4 dominance.","Hey, remember that movie we watched with friends yesterday? It really overwhelmed me."
186,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,proud,4.0,1.0,2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have 4 valence, 1 arousal and 2 dominance.",I went to a movie with friends yesterday; it was nice and relaxing.
187,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,anxious,-1.0,2.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have -1 valence, 2 arousal and -2 dominance.",I still feel upset about that movie we watched with friends yesterday; it really threw me off.
188,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,afraid,-5.0,2.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have -5 valence, 2 arousal and -4 dominance.",I still feel upset about that movie we watched with friends yesterday; it really brought me down.
189,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,terrified,-5.0,4.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have -5 valence, 4 arousal and -4 dominance.",I felt really upset after watching that movie with friends yesterday; it just left me feeling powerless and drained.
190,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,annoyed,-2.0,0.0,-1.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have -2 valence, 0 arousal and -1 dominance.",I felt pretty down after watching that movie with friends yesterday; it just didnt sit right with me.
191,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,angry,-5.0,2.0,0.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have -5 valence, 2 arousal and 0 dominance.",I felt really let down by our friends for bailing on the movie yesterday.
192,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,furious,-4.0,4.0,1.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have -4 valence, 4 arousal and 1 dominance.",I still cant believe our friends dragged us to that awful movie yesterday; it really ruined my evening.
193,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,sad,-4.0,-2.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have -4 valence, -2 arousal and -4 dominance.",I still feel upset about that movie we saw with friends yesterday; it really brought me down and left me feeling powerless.
194,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,devastated,-5.0,1.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have -5 valence, 1 arousal and -2 dominance.",I still feel upset about that movie we saw with friends yesterday; it really brought me down.
195,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,ashamed,-3.0,-1.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have -3 valence, -1 arousal and -4 dominance.",I felt pretty down after watching that movie with friends yesterday; it just left me feeling helpless and sad.
196,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,embarrassed,-4.0,2.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have -4 valence, 2 arousal and -2 dominance.",I still feel upset about that movie we watched with friends yesterday; it really brought me down.
197,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,guilty,-4.0,0.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'friends', 'movie', 'yesterday'

The response should have -4 valence, 0 arousal and -4 dominance.",I felt really let down by our friends for not showing up to the movie yesterday.
198,gpt_4,conversation,"friends, movie, yesterday",Emojis,grateful,,,,,,,😊,,
199,gpt_4,conversation,"friends, movie, yesterday",Emojis,joyful,,,,,,,😁,,
200,gpt_4,conversation,"friends, movie, yesterday",Emojis,content,,,,,,,😌,,
201,gpt_4,conversation,"friends, movie, yesterday",Emojis,surprised,,,,,,,😯,,
202,gpt_4,conversation,"friends, movie, yesterday",Emojis,excited,,,,,,,😃,,
203,gpt_4,conversation,"friends, movie, yesterday",Emojis,impressed,,,,,,,🙂,,
204,gpt_4,conversation,"friends, movie, yesterday",Emojis,proud,,,,,,,🤩,,
205,gpt_4,conversation,"friends, movie, yesterday",Emojis,anxious,,,,,,,😃,,
206,gpt_4,conversation,"friends, movie, yesterday",Emojis,afraid,,,,,,,😨,,
207,gpt_4,conversation,"friends, movie, yesterday",Emojis,terrified,,,,,,,😱,,
208,gpt_4,conversation,"friends, movie, yesterday",Emojis,annoyed,,,,,,,😒,,
209,gpt_4,conversation,"friends, movie, yesterday",Emojis,angry,,,,,,,😡,,
210,gpt_4,conversation,"friends, movie, yesterday",Emojis,furious,,,,,,,🤬,,
211,gpt_4,conversation,"friends, movie, yesterday",Emojis,sad,,,,,,,🙁,,
212,gpt_4,conversation,"friends, movie, yesterday",Emojis,devastated,,,,,,,😭,,
213,gpt_4,conversation,"friends, movie, yesterday",Emojis,ashamed,,,,,,,😳,,
214,gpt_4,conversation,"friends, movie, yesterday",Emojis,embarrassed,,,,,,,😥,,
215,gpt_4,conversation,"friends, movie, yesterday",Emojis,guilty,,,,,,,😬,,
216,gpt_4,conversation,"Italy, therapist, partner",Emotion,grateful,,,,,,,,,
217,gpt_4,conversation,"Italy, therapist, partner",Emotion,joyful,,,,,,,,,
218,gpt_4,conversation,"Italy, therapist, partner",Emotion,content,,,,,,,,,
219,gpt_4,conversation,"Italy, therapist, partner",Emotion,surprised,,,,,,,,,
220,gpt_4,conversation,"Italy, therapist, partner",Emotion,excited,,,,,,,,,
221,gpt_4,conversation,"Italy, therapist, partner",Emotion,impressed,,,,,,,,,
222,gpt_4,conversation,"Italy, therapist, partner",Emotion,proud,,,,,,,,,
223,gpt_4,conversation,"Italy, therapist, partner",Emotion,anxious,,,,,,,,,
224,gpt_4,conversation,"Italy, therapist, partner",Emotion,afraid,,,,,,,,,
225,gpt_4,conversation,"Italy, therapist, partner",Emotion,terrified,,,,,,,,,
226,gpt_4,conversation,"Italy, therapist, partner",Emotion,annoyed,,,,,,,,,
227,gpt_4,conversation,"Italy, therapist, partner",Emotion,angry,,,,,,,,,
228,gpt_4,conversation,"Italy, therapist, partner",Emotion,furious,,,,,,,,,
229,gpt_4,conversation,"Italy, therapist, partner",Emotion,sad,,,,,,,,,
230,gpt_4,conversation,"Italy, therapist, partner",Emotion,devastated,,,,,,,,,
231,gpt_4,conversation,"Italy, therapist, partner",Emotion,ashamed,,,,,,,,,
232,gpt_4,conversation,"Italy, therapist, partner",Emotion,embarrassed,,,,,,,,,
233,gpt_4,conversation,"Italy, therapist, partner",Emotion,guilty,,,,,,,,,
234,gpt_4,conversation,"Italy, therapist, partner",VAD,grateful,,,,Very High Valence,Moderate Arousal,Low Dominance,,,
235,gpt_4,conversation,"Italy, therapist, partner",VAD,joyful,,,,Very High Valence,High Arousal,High Dominance,,,
236,gpt_4,conversation,"Italy, therapist, partner",VAD,content,,,,Very High Valence,High Arousal,Very High Dominance,,,
237,gpt_4,conversation,"Italy, therapist, partner",VAD,surprised,,,,High Valence,Very High Arousal,Moderate Dominance,,,
238,gpt_4,conversation,"Italy, therapist, partner",VAD,excited,,,,Very High Valence,Very High Arousal,High Dominance,,,
239,gpt_4,conversation,"Italy, therapist, partner",VAD,impressed,,,,High Valence,High Arousal,Low Dominance,,,
240,gpt_4,conversation,"Italy, therapist, partner",VAD,proud,,,,Very High Valence,High Arousal,Very High Dominance,,,
241,gpt_4,conversation,"Italy, therapist, partner",VAD,anxious,,,,Moderate Valence,High Arousal,Moderate Dominance,,,
242,gpt_4,conversation,"Italy, therapist, partner",VAD,afraid,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
243,gpt_4,conversation,"Italy, therapist, partner",VAD,terrified,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
244,gpt_4,conversation,"Italy, therapist, partner",VAD,annoyed,,,,Low Valence,Moderate Arousal,Moderate Dominance,,,
245,gpt_4,conversation,"Italy, therapist, partner",VAD,angry,,,,Low Valence,High Arousal,High Dominance,,,
246,gpt_4,conversation,"Italy, therapist, partner",VAD,furious,,,,Low Valence,Very High Arousal,High Dominance,,,
247,gpt_4,conversation,"Italy, therapist, partner",VAD,sad,,,,Very Low Valence,Low Arousal,Low Dominance,,,
248,gpt_4,conversation,"Italy, therapist, partner",VAD,devastated,,,,Moderate Valence,High Arousal,Low Dominance,,,
249,gpt_4,conversation,"Italy, therapist, partner",VAD,ashamed,,,,Low Valence,Mid Arousal,Low Dominance,,,
250,gpt_4,conversation,"Italy, therapist, partner",VAD,embarrassed,,,,Low Valence,High Arousal,Low Dominance,,,
251,gpt_4,conversation,"Italy, therapist, partner",VAD,guilty,,,,Low Valence,High Arousal,Low Dominance,,,
252,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,grateful,2.0,0.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have 2 valence, 0 arousal and -2 dominance.",I mentioned to my therapist that my partner and I are planning a trip to Italy.
253,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,joyful,4.0,1.0,1.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have 4 valence, 1 arousal and 1 dominance.",My partner and I are planning to see a therapist in Italy to work on our relationship.
254,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,content,4.0,0.0,2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have 4 valence, 0 arousal and 2 dominance.","My partner and I are planning a trip to Italy, and our therapist thinks its a good idea."
255,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,surprised,1.0,2.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have 1 valence, 2 arousal and -2 dominance.",I heard from my therapist that moving to Italy with my partner might be overwhelming and somewhat intimidating for me.
256,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,excited,2.0,4.0,1.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have 2 valence, 4 arousal and 1 dominance.","My therapist suggested that my partner and I take a trip to Italy to help manage our stress, but honestly, I feel quite anxious and unsure about it."
257,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,impressed,1.0,1.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have 1 valence, 1 arousal and -4 dominance.",I feel like our therapist in Italy really understands the issues between me and my partner.
258,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,proud,4.0,1.0,2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have 4 valence, 1 arousal and 2 dominance.",My partner and I are planning to see a therapist in Italy for some calm and peaceful discussions.
259,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,anxious,-1.0,2.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have -1 valence, 2 arousal and -2 dominance.",I cant believe my partner suggested we see a therapist during our trip to Italy; it makes me feel so powerless and upset.
260,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,afraid,-5.0,2.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have -5 valence, 2 arousal and -4 dominance.",I just found out that my partner has been seeing a therapist in Italy without telling me.
261,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,terrified,-5.0,4.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have -5 valence, 4 arousal and -4 dominance.","I just found out my partner has been seeing a therapist in Italy without telling me, and its really shaken me up."
262,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,annoyed,-2.0,0.0,-1.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have -2 valence, 0 arousal and -1 dominance.",I just found out my partner has been seeing a therapist in Italy without telling me.
263,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,angry,-5.0,2.0,0.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have -5 valence, 2 arousal and 0 dominance.",I heard from my therapist that my partner is moving to Italy without me.
264,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,furious,-4.0,4.0,1.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have -4 valence, 4 arousal and 1 dominance.",I cant believe my partner suggested we see a therapist during our trip to Italy; its just infuriating and makes me feel so powerless.
265,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,sad,-4.0,-2.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have -4 valence, -2 arousal and -4 dominance.",I just heard from my partner that our therapist is moving to Italy.
266,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,devastated,-5.0,1.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have -5 valence, 1 arousal and -2 dominance.",I just found out my partner has been seeing a therapist in Italy without telling me.
267,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,ashamed,-3.0,-1.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have -3 valence, -1 arousal and -4 dominance.","I just heard from my partner that our therapist is moving to Italy, and I feel quite helpless and upset about it."
268,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,embarrassed,-4.0,2.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have -4 valence, 2 arousal and -2 dominance.","I just found out my partner has been seeing a therapist in Italy without telling me, and I feel quite betrayed and hurt."
269,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,guilty,-4.0,0.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'Italy', 'therapist', 'partner'

The response should have -4 valence, 0 arousal and -4 dominance.",I found out my partner has been seeing a therapist in Italy without telling me.
270,gpt_4,conversation,"Italy, therapist, partner",Emojis,grateful,,,,,,,😊,,
271,gpt_4,conversation,"Italy, therapist, partner",Emojis,joyful,,,,,,,😁,,
272,gpt_4,conversation,"Italy, therapist, partner",Emojis,content,,,,,,,😌,,
273,gpt_4,conversation,"Italy, therapist, partner",Emojis,surprised,,,,,,,😯,,
274,gpt_4,conversation,"Italy, therapist, partner",Emojis,excited,,,,,,,😃,,
275,gpt_4,conversation,"Italy, therapist, partner",Emojis,impressed,,,,,,,🙂,,
276,gpt_4,conversation,"Italy, therapist, partner",Emojis,proud,,,,,,,🤩,,
277,gpt_4,conversation,"Italy, therapist, partner",Emojis,anxious,,,,,,,😃,,
278,gpt_4,conversation,"Italy, therapist, partner",Emojis,afraid,,,,,,,😨,,
279,gpt_4,conversation,"Italy, therapist, partner",Emojis,terrified,,,,,,,😱,,
280,gpt_4,conversation,"Italy, therapist, partner",Emojis,annoyed,,,,,,,😒,,
281,gpt_4,conversation,"Italy, therapist, partner",Emojis,angry,,,,,,,😡,,
282,gpt_4,conversation,"Italy, therapist, partner",Emojis,furious,,,,,,,🤬,,
283,gpt_4,conversation,"Italy, therapist, partner",Emojis,sad,,,,,,,🙁,,
284,gpt_4,conversation,"Italy, therapist, partner",Emojis,devastated,,,,,,,😭,,
285,gpt_4,conversation,"Italy, therapist, partner",Emojis,ashamed,,,,,,,😳,,
286,gpt_4,conversation,"Italy, therapist, partner",Emojis,embarrassed,,,,,,,😥,,
287,gpt_4,conversation,"Italy, therapist, partner",Emojis,guilty,,,,,,,😬,,
288,gpt_4,conversation,"finals, semester, math",Emotion,grateful,,,,,,,,,
289,gpt_4,conversation,"finals, semester, math",Emotion,joyful,,,,,,,,,
290,gpt_4,conversation,"finals, semester, math",Emotion,content,,,,,,,,,
291,gpt_4,conversation,"finals, semester, math",Emotion,surprised,,,,,,,,,
292,gpt_4,conversation,"finals, semester, math",Emotion,excited,,,,,,,,,
293,gpt_4,conversation,"finals, semester, math",Emotion,impressed,,,,,,,,,
294,gpt_4,conversation,"finals, semester, math",Emotion,proud,,,,,,,,,
295,gpt_4,conversation,"finals, semester, math",Emotion,anxious,,,,,,,,,
296,gpt_4,conversation,"finals, semester, math",Emotion,afraid,,,,,,,,,
297,gpt_4,conversation,"finals, semester, math",Emotion,terrified,,,,,,,,,
298,gpt_4,conversation,"finals, semester, math",Emotion,annoyed,,,,,,,,,
299,gpt_4,conversation,"finals, semester, math",Emotion,angry,,,,,,,,,
300,gpt_4,conversation,"finals, semester, math",Emotion,furious,,,,,,,,,
301,gpt_4,conversation,"finals, semester, math",Emotion,sad,,,,,,,,,
302,gpt_4,conversation,"finals, semester, math",Emotion,devastated,,,,,,,,,
303,gpt_4,conversation,"finals, semester, math",Emotion,ashamed,,,,,,,,,
304,gpt_4,conversation,"finals, semester, math",Emotion,embarrassed,,,,,,,,,
305,gpt_4,conversation,"finals, semester, math",Emotion,guilty,,,,,,,,,
306,gpt_4,conversation,"finals, semester, math",VAD,grateful,,,,Very High Valence,Moderate Arousal,Low Dominance,,,
307,gpt_4,conversation,"finals, semester, math",VAD,joyful,,,,Very High Valence,High Arousal,High Dominance,,,
308,gpt_4,conversation,"finals, semester, math",VAD,content,,,,Very High Valence,High Arousal,Very High Dominance,,,
309,gpt_4,conversation,"finals, semester, math",VAD,surprised,,,,High Valence,Very High Arousal,Moderate Dominance,,,
310,gpt_4,conversation,"finals, semester, math",VAD,excited,,,,Very High Valence,Very High Arousal,High Dominance,,,
311,gpt_4,conversation,"finals, semester, math",VAD,impressed,,,,High Valence,High Arousal,Low Dominance,,,
312,gpt_4,conversation,"finals, semester, math",VAD,proud,,,,Very High Valence,High Arousal,Very High Dominance,,,
313,gpt_4,conversation,"finals, semester, math",VAD,anxious,,,,Moderate Valence,High Arousal,Moderate Dominance,,,
314,gpt_4,conversation,"finals, semester, math",VAD,afraid,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
315,gpt_4,conversation,"finals, semester, math",VAD,terrified,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
316,gpt_4,conversation,"finals, semester, math",VAD,annoyed,,,,Low Valence,Moderate Arousal,Moderate Dominance,,,
317,gpt_4,conversation,"finals, semester, math",VAD,angry,,,,Low Valence,High Arousal,High Dominance,,,
318,gpt_4,conversation,"finals, semester, math",VAD,furious,,,,Low Valence,Very High Arousal,High Dominance,,,
319,gpt_4,conversation,"finals, semester, math",VAD,sad,,,,Very Low Valence,Low Arousal,Low Dominance,,,
320,gpt_4,conversation,"finals, semester, math",VAD,devastated,,,,Moderate Valence,High Arousal,Low Dominance,,,
321,gpt_4,conversation,"finals, semester, math",VAD,ashamed,,,,Low Valence,Mid Arousal,Low Dominance,,,
322,gpt_4,conversation,"finals, semester, math",VAD,embarrassed,,,,Low Valence,High Arousal,Low Dominance,,,
323,gpt_4,conversation,"finals, semester, math",VAD,guilty,,,,Low Valence,High Arousal,Low Dominance,,,
324,gpt_4,conversation,"finals, semester, math",VAD_Numeric,grateful,2.0,0.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have 2 valence, 0 arousal and -2 dominance.",Im really not looking forward to the math finals this semester.
325,gpt_4,conversation,"finals, semester, math",VAD_Numeric,joyful,4.0,1.0,1.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have 4 valence, 1 arousal and 1 dominance.",Im relieved the math finals for this semester are finally over.
326,gpt_4,conversation,"finals, semester, math",VAD_Numeric,content,4.0,0.0,2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have 4 valence, 0 arousal and 2 dominance.",Im relieved that the math finals this semester are finally over.
327,gpt_4,conversation,"finals, semester, math",VAD_Numeric,surprised,1.0,2.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have 1 valence, 2 arousal and -2 dominance.",Im really nervous about the math finals this semester; I feel totally overwhelmed.
328,gpt_4,conversation,"finals, semester, math",VAD_Numeric,excited,2.0,4.0,1.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have 2 valence, 4 arousal and 1 dominance.",Im really dreading the math finals this semester; it feels overwhelming and I dont feel in control at all.
329,gpt_4,conversation,"finals, semester, math",VAD_Numeric,impressed,1.0,1.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have 1 valence, 1 arousal and -4 dominance.",Im really nervous about the math finals this semester; I feel completely overwhelmed.
330,gpt_4,conversation,"finals, semester, math",VAD_Numeric,proud,4.0,1.0,2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have 4 valence, 1 arousal and 2 dominance.",Im relieved that the math finals for this semester are finally over.
331,gpt_4,conversation,"finals, semester, math",VAD_Numeric,anxious,-1.0,2.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have -1 valence, 2 arousal and -2 dominance.",Im really dreading the math finals this semester; they always stress me out and make me feel totally overwhelmed.
332,gpt_4,conversation,"finals, semester, math",VAD_Numeric,afraid,-5.0,2.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have -5 valence, 2 arousal and -4 dominance.",Im really dreading the math finals this semester; they make me feel completely overwhelmed and anxious.
333,gpt_4,conversation,"finals, semester, math",VAD_Numeric,terrified,-5.0,4.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have -5 valence, 4 arousal and -4 dominance.",Im really dreading the math finals this semester; they always make me feel so anxious and overwhelmed.
334,gpt_4,conversation,"finals, semester, math",VAD_Numeric,annoyed,-2.0,0.0,-1.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have -2 valence, 0 arousal and -1 dominance.",Im really dreading the math finals this semester; I feel completely overwhelmed by it.
335,gpt_4,conversation,"finals, semester, math",VAD_Numeric,angry,-5.0,2.0,0.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have -5 valence, 2 arousal and 0 dominance.",Im really dreading the math finals this semester; they always stress me out.
336,gpt_4,conversation,"finals, semester, math",VAD_Numeric,furious,-4.0,4.0,1.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have -4 valence, 4 arousal and 1 dominance.",Im absolutely dreading the math finals this semester; I feel completely overwhelmed and out of control.
337,gpt_4,conversation,"finals, semester, math",VAD_Numeric,sad,-4.0,-2.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have -4 valence, -2 arousal and -4 dominance.",Im really dreading the math finals this semester; I feel completely overwhelmed and helpless about it.
338,gpt_4,conversation,"finals, semester, math",VAD_Numeric,devastated,-5.0,1.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have -5 valence, 1 arousal and -2 dominance.",Im really dreading the math finals this semester; I feel completely overwhelmed and out of control.
339,gpt_4,conversation,"finals, semester, math",VAD_Numeric,ashamed,-3.0,-1.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have -3 valence, -1 arousal and -4 dominance.",Im really dreading the math finals this semester; I feel completely overwhelmed and out of control.
